0.3496 	WARNING 	Movie2 stim could not be imported and won't be available
10.8156 	WARNING 	Monitor specification not found. Creating a temporary one...
11.4861 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-0.137, -0.137, -0.137]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x17D82710>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units='pix', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.4862 	EXP 	window1: recordFrameIntervals = False
11.5688 	EXP 	window1: recordFrameIntervals = True
11.6605 	DEBUG 	Screen (0) actual frame rate measured at 120.03
11.6605 	EXP 	window1: recordFrameIntervals = False
11.7193 	INFO 	sound is using audioLib: pyo
11.7930 	EXP 	Created task_instr_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='task_instr_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
11.7952 	EXP 	Created Block_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Block_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
11.7972 	EXP 	Created composite_display = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='composite_display', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
11.9534 	EXP 	Created fixation_cross = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/fixation.png', interpolate=True, mask=None, maskParams=None, name='fixation_cross', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
11.9561 	EXP 	Created iaps_cue = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='iaps_cue', opacity=0.25, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
11.9582 	EXP 	Created iaps_display = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='iaps_display', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
12.1091 	EXP 	Created blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Instructions/blank.png', interpolate=True, mask=None, maskParams=None, name='blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
12.1113 	EXP 	Created break_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='break_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
12.2488 	EXP 	Created End_Screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Instructions/finished.png', interpolate=True, mask=None, maskParams=None, name='End_Screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
13.3287 	DATA 	Mouse: Left button down, pos=(808,513)
13.3288 	DATA 	Mouse: Left button up, pos=(808,513)
13.3486 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3521 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
13.9885 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
18.1039 	DATA 	Keypress: c
18.2375 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
18.3601 	EXP 	unnamed Circle: pos = (0, 0)
18.3601 	EXP 	unnamed Circle: pos = (0, 0)
19.1599 	DATA 	Keypress: return
19.2017 	EXP 	unnamed Circle: pos = (844, 0)
19.2017 	EXP 	unnamed Circle: pos = (844, 0)
19.5919 	DATA 	Keypress: return
19.9919 	DATA 	Keypress: return
20.0350 	EXP 	unnamed Circle: pos = (-845, -448)
20.0350 	EXP 	unnamed Circle: pos = (-845, -448)
20.3598 	DATA 	Keypress: return
20.6959 	DATA 	Keypress: return
21.0479 	DATA 	Keypress: return
21.0850 	EXP 	unnamed Circle: pos = (844, 449)
21.0850 	EXP 	unnamed Circle: pos = (844, 449)
21.3839 	DATA 	Keypress: return
21.7039 	DATA 	Keypress: return
21.7933 	EXP 	unnamed Circle: pos = (-423, 225)
21.7933 	EXP 	unnamed Circle: pos = (-423, 225)
22.0238 	DATA 	Keypress: return
22.3758 	DATA 	Keypress: return
22.7278 	DATA 	Keypress: return
22.7682 	EXP 	unnamed Circle: pos = (422, -224)
22.7682 	EXP 	unnamed Circle: pos = (422, -224)
23.1278 	DATA 	Keypress: return
23.4797 	DATA 	Keypress: return
23.5099 	EXP 	unnamed Circle: pos = (-423, -224)
23.5099 	EXP 	unnamed Circle: pos = (-423, -224)
23.7838 	DATA 	Keypress: return
24.1038 	DATA 	Keypress: return
24.4237 	DATA 	Keypress: return
24.4598 	EXP 	unnamed Circle: pos = (844, -448)
24.4598 	EXP 	unnamed Circle: pos = (844, -448)
24.6958 	DATA 	Keypress: return
25.0318 	DATA 	Keypress: return
25.3357 	DATA 	Keypress: return
25.6396 	DATA 	Keypress: return
25.6764 	EXP 	unnamed Circle: pos = (422, 225)
25.6764 	EXP 	unnamed Circle: pos = (422, 225)
25.9437 	DATA 	Keypress: return
26.2157 	DATA 	Keypress: return
26.4876 	DATA 	Keypress: return
26.7597 	DATA 	Keypress: return
26.8431 	EXP 	unnamed Circle: pos = (0, -448)
26.8431 	EXP 	unnamed Circle: pos = (0, -448)
27.1757 	DATA 	Keypress: return
27.2097 	EXP 	unnamed Circle: pos = (-845, 0)
27.2097 	EXP 	unnamed Circle: pos = (-845, 0)
27.4797 	DATA 	Keypress: return
27.7997 	DATA 	Keypress: return
28.1037 	DATA 	Keypress: return
28.1430 	EXP 	unnamed Circle: pos = (0, 449)
28.1430 	EXP 	unnamed Circle: pos = (0, 449)
28.4236 	DATA 	Keypress: return
28.7437 	DATA 	Keypress: return
28.8180 	EXP 	unnamed Circle: pos = (-845, 449)
28.8180 	EXP 	unnamed Circle: pos = (-845, 449)
29.0477 	DATA 	Keypress: return
29.4636 	DATA 	Keypress: return
29.5096 	EXP 	unnamed Circle: pos = (0, 0)
29.5096 	EXP 	unnamed Circle: pos = (0, 0)
29.7997 	DATA 	Keypress: return
30.1997 	DATA 	Keypress: return
31.2076 	DATA 	Keypress: return
31.4495 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
31.8796 	DATA 	Keypress: o
32.0110 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
32.0276 	EXP 	Imported procedure\Introduction_list.csv as conditions, 1 conditions, 1 params
32.0278 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
32.1299 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
32.1305 	EXP 	New trial (rep=0, index=0): {'Introduction_image': 'inst_1'}
32.2762 	EXP 	task_instr_image: size = array([1920, 1080])
32.2762 	EXP 	task_instr_image: image = 'Instructions/inst_1.png'
32.2762 	EXP 	task_instr_image: autoDraw = True
32.5679 	DATA 	Keypress: return
32.5698 	EXP 	Imported procedure\#set_list.csv as conditions, 3 conditions, 5 params
32.5700 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
32.5708 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
32.5715 	EXP 	New trial (rep=0, index=0): {'block_event': 'comp_1', 'order': 0, 'block_display': 'inst_2', 'block_file': 'procedure\\0.csv', 'break_display': 'break'}
32.7262 	EXP 	task_instr_image: autoDraw = False
32.7262 	EXP 	Block_image: size = array([1920, 1080])
32.7262 	EXP 	Block_image: image = 'Instructions/inst_2.png'
32.7262 	EXP 	Block_image: autoDraw = True
32.8263 	DATA 	Keypress: return
32.9095 	EXP 	Block_image: autoDraw = False
32.9095 	EXP 	composite_display: size = array([1024,  768])
32.9095 	EXP 	composite_display: image = 'instructions/comp_1.png'
32.9095 	EXP 	composite_display: autoDraw = True
37.8290 	EXP 	Imported procedure\0.csv as conditions, 4 conditions, 7 params
37.8293 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
37.8301 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
37.8308 	EXP 	New trial (rep=0, index=0): {'valmean': 6.8799999999999999, 'valence': 'Positive', 'scenestim': '2655.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.5700000000000003}
38.0092 	EXP 	composite_display: autoDraw = False
38.0092 	EXP 	composite_display: autoDraw = False
38.0092 	EXP 	fixation_cross: autoDraw = True
40.1092 	EXP 	fixation_cross: autoDraw = False
40.1092 	EXP 	iaps_display: size = array([826, 768])
40.1092 	EXP 	iaps_display: image = 'stimulus/2655.bmp'
40.1092 	EXP 	iaps_display: autoDraw = True
41.9091 	EXP 	iaps_cue: size = array([826, 768])
41.9091 	EXP 	iaps_cue: image = 'green.png'
41.9091 	EXP 	iaps_cue: autoDraw = True
42.3757 	EXP 	iaps_cue: size = array([826, 768])
42.3757 	EXP 	iaps_cue: image = 'red.png'
42.3757 	EXP 	iaps_cue: autoDraw = True
43.1257 	EXP 	iaps_cue: size = array([826, 768])
43.1257 	EXP 	iaps_cue: image = 'green.png'
43.1257 	EXP 	iaps_cue: autoDraw = True
43.3757 	EXP 	iaps_cue: size = array([826, 768])
43.3757 	EXP 	iaps_cue: image = 'red.png'
43.3757 	EXP 	iaps_cue: autoDraw = True
43.8757 	EXP 	iaps_cue: size = array([826, 768])
43.8757 	EXP 	iaps_cue: image = 'green.png'
43.8757 	EXP 	iaps_cue: autoDraw = True
44.3756 	EXP 	iaps_cue: size = array([826, 768])
44.3756 	EXP 	iaps_cue: image = 'blue.png'
44.3756 	EXP 	iaps_cue: autoDraw = True
45.1256 	EXP 	iaps_cue: size = array([826, 768])
45.1256 	EXP 	iaps_cue: image = 'green.png'
45.1256 	EXP 	iaps_cue: autoDraw = True
45.8756 	EXP 	iaps_cue: size = array([826, 768])
