target,nontarget,order
male_neutral_042,outdoor_023,0
male_neutral_012,outdoor_044,0
male_neutral_023,outdoor_009,0
female_neutral_031,indoor_002,0
male_neutral_003,indoor_037,0
male_neutral_033,outdoor_040,0
male_neutral_002,outdoor_010,0
male_neutral_032,indoor_024,0
male_neutral_036,outdoor_041,0
male_neutral_045,outdoor_037,0
male_neutral_009,indoor_006,0
male_neutral_022,indoor_020,0
female_neutral_016,indoor_028,0
male_neutral_008,outdoor_014,0
male_neutral_010,outdoor_032,0
female_neutral_026,outdoor_043,0
male_neutral_026,indoor_045,0
male_neutral_004,outdoor_001,0
male_neutral_007,outdoor_003,0
male_neutral_021,indoor_042,0
male_neutral_006,outdoor_027,0
male_neutral_038,indoor_029,0
male_neutral_030,indoor_033,0
male_neutral_031,outdoor_011,0
male_neutral_027,outdoor_008,0
male_neutral_035,indoor_019,0
male_neutral_001,outdoor_013,0
male_neutral_019,outdoor_019,0
female_neutral_032,outdoor_015,0
male_neutral_018,indoor_038,0
male_neutral_041,indoor_011,0
male_neutral_005,outdoor_045,0
male_neutral_011,indoor_004,0
male_neutral_043,indoor_031,0
male_neutral_044,outdoor_022,0
male_neutral_040,outdoor_016,0
male_neutral_034,outdoor_035,0
male_neutral_017,indoor_025,0
male_neutral_016,indoor_016,0
male_neutral_015,outdoor_042,0
female_neutral_024,indoor_034,0
male_neutral_039,outdoor_038,0
male_neutral_013,indoor_044,0
male_neutral_037,indoor_007,0
male_neutral_029,indoor_017,0
male_neutral_028,indoor_010,0
male_neutral_024,indoor_008,0
male_neutral_020,indoor_036,0
male_neutral_014,indoor_032,0
male_neutral_025,outdoor_025,0
